analysis_scope,method,cluster_type,n_rows,n_clusters,row_weighted_mae_log10,cluster_bootstrap_ci_low_95,cluster_bootstrap_ci_high_95,bootstrap_replicates,estimand
exclude_sabio_participant_ambiguous,PMAK,reaction,633,491,0.7307088809127962,0.666910893156382,0.7958847666318042,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,PMAK,reference,633,442,0.7307088809127962,0.6603727233886483,0.8084694879839248,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,PMAK,label_assignment,633,494,0.7307088809127962,0.6666341919735853,0.7982003214224427,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,KinForm-L,protein,475,269,0.7782543686313472,0.702827199659818,0.8556800699938039,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,KinForm-L,pair,475,411,0.7782543686313472,0.7098049959229558,0.8508329538530157,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,KinForm-L,reaction,475,371,0.7782543686313472,0.713248821402392,0.8426279716428261,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,KinForm-L,reference,475,379,0.7782543686313472,0.7120525848709712,0.8568884035168876,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,KinForm-L,label_assignment,475,414,0.7782543686313472,0.7101392260488003,0.8498164744280786,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,CatPred,protein,778,452,0.8169068291971129,0.7373131687260562,0.8981968537669772,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,CatPred,pair,778,640,0.8169068291971129,0.7403315663173091,0.8941029420863418,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,CatPred,reaction,778,611,0.8169068291971129,0.7546512069951992,0.8812743925738997,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,CatPred,reference,778,494,0.8169068291971129,0.7294291961412854,0.9135338308283608,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,CatPred,label_assignment,778,559,0.8169068291971129,0.7374448403776332,0.9025105220680236,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,DEKP-public-retrained,protein,778,452,1.029467644305562,0.9505752659076606,1.108491146357908,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,DEKP-public-retrained,pair,778,640,1.029467644305562,0.9534936327974745,1.108836332996818,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,DEKP-public-retrained,reaction,778,611,1.029467644305562,0.9703069045372816,1.089341200050729,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,DEKP-public-retrained,reference,778,494,1.029467644305562,0.9218414424568891,1.129678382018903,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,DEKP-public-retrained,label_assignment,778,559,1.029467644305562,0.9236236873584832,1.128769236226561,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,GO-HKP,protein,768,452,1.015892020788266,0.904208668449734,1.141010359524974,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,GO-HKP,pair,768,640,1.015892020788266,0.9155607259899812,1.12586511432076,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,GO-HKP,reaction,768,601,1.015892020788266,0.9394310943450966,1.096985181409674,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,GO-HKP,reference,768,494,1.015892020788266,0.8891347072367178,1.145789143471626,2000,row-weighted MAE with clusters resampled as intact units
exclude_sabio_participant_ambiguous,GO-HKP,label_assignment,768,558,1.015892020788266,0.8951564054916328,1.139417044635018,2000,row-weighted MAE with clusters resampled as intact units
