analysis_scope,statistical_unit,aggregation_rule,scope_units,method,n,coverage_within_scope_percent,mae_log10,rmse_log10,spearman_log10,bias_log10,within_0.3_fraction,within_1.0_fraction
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,KcatNet,778,100,0.7280991577325084,1.048025222399165,0.4290914326807478,0.0435779822546588,0.358611825192802,0.7429305912596401
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,CataPro,778,100,0.8154637258236792,1.063502303360676,0.4428802595434703,-0.2851330974346261,0.2377892030848329,0.6863753213367609
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,PreTKcat,778,100,0.9383178619956332,1.195415432291285,0.3289391432604024,-0.4910329242525995,0.1863753213367609,0.6066838046272494
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,UniKP,778,100,0.9084400731338474,1.155262195498354,0.4442329199194623,-0.5175584953248397,0.2030848329048843,0.6465295629820051
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,SELFprot,778,100,0.910664386762244,1.190465246055817,0.3619068093941174,-0.1599905960893471,0.2339331619537275,0.6606683804627249
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,DLKcat,778,100,1.029358178273547,1.410133640278825,0.2475450230731283,-0.4279808667294972,0.2532133676092545,0.5565552699228792
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,TurNuP,633,81.36246786632391,0.6820642959178514,1.000439356249131,0.4386169153478141,-0.0160238053428119,0.3870458135860979,0.7582938388625592
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,PMAK,633,81.36246786632391,0.7307088809127962,1.022469922017048,0.3676303808944094,0.0451409142271722,0.3127962085308057,0.7614533965244866
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,KinForm-L,475,61.05398457583548,0.7782543686313472,1.012036963733135,0.5926148652808733,-0.3817809892161341,0.231578947368421,0.7157894736842105
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,CatPred,778,100,0.8169068291971129,1.146794925016255,0.3996665682783634,-0.0743482984042408,0.3226221079691517,0.7043701799485861
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,DEKP-public-retrained,778,100,1.029467644305562,1.263138243871255,0.0864354839571832,-0.5821520509287683,0.1452442159383033,0.5719794344473008
exclude_sabio_participant_ambiguous,benchmark_row,one benchmark row per unit; no within-unit aggregation,778,GO-HKP,768,98.7146529562982,1.015892020788266,1.395277692540276,0.2876436271964342,0.8650364506710281,0.2994791666666667,0.62109375
unique_sequence_substrate_pairs,unique_sequence_substrate_pair,median observed and predicted log10(kcat) separately within each pair cluster; MAE averages cluster absolute errors with equal cluster weight,871,KcatNet,871,100,0.7453744542854216,1.05796934191196,0.4075570359491673,0.0972707494443178,0.3478760045924225,0.7324913892078071
unique_sequence_substrate_pairs,unique_sequence_substrate_pair,median observed and predicted log10(kcat) separately within each pair cluster; MAE averages cluster absolute errors with equal cluster weight,871,CataPro,871,100,0.8075935879109821,1.047656675331592,0.4312181366332396,-0.1690489934220912,0.2365097588978186,0.6946039035591275
unique_sequence_substrate_pairs,unique_sequence_substrate_pair,median observed and predicted log10(kcat) separately within each pair cluster; MAE averages cluster absolute errors with equal cluster weight,871,PreTKcat,871,100,0.9257269960479806,1.16880686106892,0.3515020399664788,-0.4461733266972033,0.1928817451205511,0.6084959816303099
unique_sequence_substrate_pairs,unique_sequence_substrate_pair,median observed and predicted log10(kcat) separately within each pair cluster; MAE averages cluster absolute errors with equal cluster weight,871,UniKP,871,100,0.8922645901042819,1.121835568376645,0.4017839997061822,-0.4271507889028469,0.1951779563719862,0.6567164179104478
unique_sequence_substrate_pairs,unique_sequence_substrate_pair,median observed and predicted log10(kcat) separately within each pair cluster; MAE averages cluster absolute errors with equal cluster weight,871,SELFprot,871,100,0.9498481333869572,1.241603600002447,0.3237965090218327,-0.0705398811981244,0.227324913892078,0.6326061997703789
unique_sequence_substrate_pairs,unique_sequence_substrate_pair,median observed and predicted log10(kcat) separately within each pair cluster; MAE averages cluster absolute errors with equal cluster weight,871,DLKcat,871,100,0.9749972330162988,1.324856378289619,0.2849731144106726,-0.3552819823736125,0.2606199770378875,0.6073478760045924
