species,substrate_id,substrate_name,substrate_bigg_id,substrate_kegg_id,substrate_chebi_id,substrate_metanetx_id,substrate_pubchem_cid,substrate_parent_inchikey_connectivity,structure_standardization_status,prior_role_class,substrate_role_class,substrate_role_group,substrate_role_registry_name,substrate_role_evidence,substrate_role_evidence_types,substrate_role_confidence,registry_structure_consistency,role_class_changed,n_reactions,n_entries
ecoli,Sfglutth_c,S-Formylglutathione,Sfglutth,C01031,CHEBI:12746;CHEBI:12764;CHEBI:16225;CHEBI:22044;CHEBI:57688;CHEBI:8956,MNXM952,189122,FHXAGOICBFGEBF,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,3,3
ecoli,aacoa_c,Acetoacetyl-CoA,aacoa,C00332,CHEBI:11756;CHEBI:13706;CHEBI:15345;CHEBI:22173;CHEBI:2392;CHEBI:41333;CHEBI:57286,MNXM133,92153,OJFDKHTZOUZBOS,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,acetoacetyl-CoA,normalized_name;bigg_ids:aacoa;kegg_ids:c00332;chebi_ids:chebi:57286;metanetx_ids:mnxm133;pubchem_cids:92153,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids,multiple_evidence_types,not_assessable,False,5,5
ecoli,aact_c,Aminoacetone,aact,C01888,CHEBI:13767;CHEBI:17906;CHEBI:19025;CHEBI:2648;CHEBI:42749;CHEBI:42849;CHEBI:58320,MNXM1106,215,BCDGQXUMWHRQCB,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acACP_c,Acetyl-ACP,acACP,C03939,CHEBI:13713;CHEBI:17093;CHEBI:2409,MNXM1269,10484,DUYAAUVXQSMXQP,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,3,3
ecoli,ac_c,Acetate,ac,C00033,CHEBI:13704;CHEBI:15366;CHEBI:22165;CHEBI:22169;CHEBI:2387;CHEBI:30089;CHEBI:40480;CHEBI:40486,MNXM26,176,QTBSBXVTEAMEQO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,6,6
ecoli,ac_e,Acetate,ac,C00033,CHEBI:13704;CHEBI:15366;CHEBI:22165;CHEBI:22169;CHEBI:2387;CHEBI:30089;CHEBI:40480;CHEBI:40486,MNXM26,176,QTBSBXVTEAMEQO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,ac_p,Acetate,ac,C00033,CHEBI:13704;CHEBI:15366;CHEBI:22165;CHEBI:22169;CHEBI:2387;CHEBI:30089;CHEBI:40480;CHEBI:40486,MNXM26,176,QTBSBXVTEAMEQO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,6,6
ecoli,acac_c,Acetoacetate,acac,C00164,CHEBI:131367;CHEBI:13705;CHEBI:15344;CHEBI:22172;CHEBI:2391;CHEBI:38871;CHEBI:40507,MNXM154,10462221,YMXHTKKMLXGXDC,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,3,3
ecoli,acac_e,Acetoacetate,acac,C00164,CHEBI:131367;CHEBI:13705;CHEBI:15344;CHEBI:22172;CHEBI:2391;CHEBI:38871;CHEBI:40507,MNXM154,10462221,YMXHTKKMLXGXDC,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acac_p,Acetoacetate,acac,C00164,CHEBI:131367;CHEBI:13705;CHEBI:15344;CHEBI:22172;CHEBI:2391;CHEBI:38871;CHEBI:40507,MNXM154,10462221,YMXHTKKMLXGXDC,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,acald_c,Acetaldehyde,acald,C00084,CHEBI:13703;CHEBI:15343;CHEBI:22158;CHEBI:2383;CHEBI:40533,MNXM75,177,IKHGUXGNUITLKF,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,10,10
ecoli,acald_e,Acetaldehyde,acald,C00084,CHEBI:13703;CHEBI:15343;CHEBI:22158;CHEBI:2383;CHEBI:40533,MNXM75,177,IKHGUXGNUITLKF,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acald_p,Acetaldehyde,acald,C00084,CHEBI:13703;CHEBI:15343;CHEBI:22158;CHEBI:2383;CHEBI:40533,MNXM75,177,IKHGUXGNUITLKF,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,accoa_c,Acetyl-CoA,accoa,C00024,CHEBI:13712;CHEBI:15351;CHEBI:22192;CHEBI:2408;CHEBI:40470;CHEBI:57288,MNXM21,444493,ZSLZBFCDCINBPY,ok,carrier_linked_metabolite,carrier_linked_metabolite,carrier_linked_variable,acetyl-CoA,normalized_name;bigg_ids:accoa;kegg_ids:c00024;chebi_ids:chebi:57288;metanetx_ids:mnxm21;pubchem_cids:444493;inchikey_connectivity:zslzbfcdcinbpy,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids;inchikey_connectivity,multiple_evidence_types,consistent,False,46,46
ecoli,acetol_c,Acetol cytosol,acetol,C05235,CHEBI:24666;CHEBI:27957;CHEBI:5796,MNXM1744,8299,XLSMFKSTNGKWQX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acg5p_c,N-Acetyl-L-glutamyl 5-phosphate,acg5p,C04133,CHEBI:12441;CHEBI:12576;CHEBI:16878;CHEBI:21550;CHEBI:57936;CHEBI:7151,MNXM1384,440236,FCVIHFVSXHOPSW,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acg5sa_c,N-Acetyl-L-glutamate 5-semialdehyde,acg5sa,C01250,CHEBI:11493;CHEBI:12461;CHEBI:12577;CHEBI:16319;CHEBI:21551;CHEBI:29123;CHEBI:7152,MNXM1062,192878,BCPSFKBPHHBDAI,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,acgal1p_e,N-Acetyl-D-galactosamine 1-phosphate,acgal1p,C18060,CHEBI:44313;CHEBI:55404;CHEBI:61970,MNXM2401,4369589,FZLJPEPAYPUMMR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgal1p_p,N-Acetyl-D-galactosamine 1-phosphate,acgal1p,C18060,CHEBI:44313;CHEBI:55404;CHEBI:61970,MNXM2401,4369589,FZLJPEPAYPUMMR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgal_e,N-Acetyl-D-galactosamine,acgal,C01132,CHEBI:21502;CHEBI:21600;CHEBI:28037;CHEBI:28800;CHEBI:546804;CHEBI:7110;CHEBI:7201,MNXM395,35717,OVRNDRQMDRJTHS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgal_p,N-Acetyl-D-galactosamine,acgal,C01132,CHEBI:21502;CHEBI:21600;CHEBI:28037;CHEBI:28800;CHEBI:546804;CHEBI:7110;CHEBI:7201,MNXM395,35717,OVRNDRQMDRJTHS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgam1p_c,N-Acetyl-D-glucosamine 1-phosphate,acgam1p,C04256,CHEBI:7125,MNXM91871,440272,FZLJPEPAYPUMMR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acgam1p_e,N-Acetyl-D-glucosamine 1-phosphate,acgam1p,C04256,CHEBI:7125,MNXM91871,440272,FZLJPEPAYPUMMR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgam1p_p,N-Acetyl-D-glucosamine 1-phosphate,acgam1p,C04256,CHEBI:7125,MNXM91871,440272,FZLJPEPAYPUMMR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgam6p_c,N-Acetyl-D-glucosamine 6-phosphate,acgam6p,C00357,CHEBI:12456;CHEBI:12564;CHEBI:15784;CHEBI:21521;CHEBI:39577;CHEBI:49353;CHEBI:49359;CHEBI:57513;CHEBI:7127,MNXM63556,440996,BRGMHAYQAZFZDJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,acgam_c,N-Acetyl-D-glucosamine,acgam,C00140,CHEBI:12455;CHEBI:12563;CHEBI:17411;CHEBI:21517;CHEBI:506227;CHEBI:58134;CHEBI:7123,MNXM143,1738118,MBLBDJOUHNCFQT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acgam_e,N-Acetyl-D-glucosamine,acgam,C00140,CHEBI:12455;CHEBI:12563;CHEBI:17411;CHEBI:21517;CHEBI:506227;CHEBI:58134;CHEBI:7123,MNXM143,1738118,MBLBDJOUHNCFQT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acgam_p,N-Acetyl-D-glucosamine,acgam,C00140,CHEBI:12455;CHEBI:12563;CHEBI:17411;CHEBI:21517;CHEBI:506227;CHEBI:58134;CHEBI:7123,MNXM143,1738118,MBLBDJOUHNCFQT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,6,6
ecoli,acglc__D_c,6-Acetyl-D-glucose,acglc__D,C02655,CHEBI:12204;CHEBI:17901;CHEBI:20693;CHEBI:2166;CHEBI:62111,MNXM90521,5459944,ILLOJQCWUBEHBA,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acglu_c,N-Acetyl-L-glutamate,acglu,C00624,CHEBI:12575;CHEBI:17533;CHEBI:21549;CHEBI:21552;CHEBI:44335;CHEBI:44337;CHEBI:64040;CHEBI:7150;CHEBI:87274,MNXM730,70914,RFMMMVDNIPUKGG,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acmalt_c,Acetyl-maltose,acmalt,C02130,,MNXM3135,11349616,IJVLHLCOMOKFHH,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acmana_c,N-Acetyl-D-mannosamine,acmana,C00645,CHEBI:12459;CHEBI:12573;CHEBI:17122;CHEBI:21538;CHEBI:58019;CHEBI:63153;CHEBI:7141,MNXM2403,65150,MBLBDJOUHNCFQT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acmana_e,N-Acetyl-D-mannosamine,acmana,C00645,CHEBI:12459;CHEBI:12573;CHEBI:17122;CHEBI:21538;CHEBI:58019;CHEBI:63153;CHEBI:7141,MNXM2403,65150,MBLBDJOUHNCFQT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acmana_p,N-Acetyl-D-mannosamine,acmana,C00645,CHEBI:12459;CHEBI:12573;CHEBI:17122;CHEBI:21538;CHEBI:58019;CHEBI:63153;CHEBI:7141,MNXM2403,65150,MBLBDJOUHNCFQT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,acmanap_c,N-Acetyl-D-mannosamine 6-phosphate,acmanap,C04257,CHEBI:21539;CHEBI:28273;CHEBI:58557;CHEBI:62168;CHEBI:7142,MNXM4708,16069986,QDSLHWJDSQGPEE,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acmet_c,N-Acetylmethionine,acmet,,,,448580,XUYPXLNMDZIRQH,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acmum6p_c,N-acetylmuramate 6-phosphate,acmum6p,C16698,CHEBI:47968;CHEBI:58722,MNXM90332,24798720,NMEMTQKUEVNSPV,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acmum_e,N-Acetylmuramate,acmum,C02713,CHEBI:21615;CHEBI:28881;CHEBI:47965;CHEBI:47978;CHEBI:7212,MNXM2263,5462244,MNLRQHMNZILYPY,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acmum_p,N-Acetylmuramate,acmum,C02713,CHEBI:21615;CHEBI:28881;CHEBI:47965;CHEBI:47978;CHEBI:7212,MNXM2263,5462244,MNLRQHMNZILYPY,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acnam_c,N-Acetylneuraminate,acnam,C00270,CHEBI:12471;CHEBI:12579;CHEBI:17012;CHEBI:21617;CHEBI:21620;CHEBI:29087;CHEBI:33987;CHEBI:35418;CHEBI:7214,MNXM227,439197,SQVRNKJHWKZAKO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acnam_e,N-Acetylneuraminate,acnam,C00270,CHEBI:12471;CHEBI:12579;CHEBI:17012;CHEBI:21617;CHEBI:21620;CHEBI:29087;CHEBI:33987;CHEBI:35418;CHEBI:7214,MNXM227,439197,SQVRNKJHWKZAKO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,3,3
ecoli,acnam_p,N-Acetylneuraminate,acnam,C00270,CHEBI:12471;CHEBI:12579;CHEBI:17012;CHEBI:21617;CHEBI:21620;CHEBI:29087;CHEBI:33987;CHEBI:35418;CHEBI:7214,MNXM227,439197,SQVRNKJHWKZAKO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acolipa_p,4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A,acolipa,,,MNXM37330,,IOAOXSQGQQYOQU,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,acon_C_c,Cis-Aconitate,acon_C,C00417,CHEBI:10482;CHEBI:12798;CHEBI:16383;CHEBI:23306;CHEBI:23308;CHEBI:32805,MNXM813,5459816,GTZCVFVGUGFEME,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,acon_T_c,Trans-Aconitate,acon_T,C02341,CHEBI:10719;CHEBI:12869;CHEBI:12878;CHEBI:15708;CHEBI:22210;CHEBI:22211;CHEBI:27069;CHEBI:27070;CHEBI:32806;CHEBI:46108,MNXM1388,5289496,GTZCVFVGUGFEME,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,acorn_c,N2-Acetyl-L-ornithine,acorn,C00437,CHEBI:12634;CHEBI:16543;CHEBI:21814;CHEBI:40771;CHEBI:57805;CHEBI:7368,MNXM817,439232,JRLGPAXAGHMNOL,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,acser_c,O-Acetyl-L-serine,acser,C00979,CHEBI:12685;CHEBI:12710;CHEBI:12724;CHEBI:17981;CHEBI:21938;CHEBI:44568;CHEBI:58340;CHEBI:7668,MNXM418,99478,VZXPDPZARILFQX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,acser_e,O-Acetyl-L-serine,acser,C00979,CHEBI:12685;CHEBI:12710;CHEBI:12724;CHEBI:17981;CHEBI:21938;CHEBI:44568;CHEBI:58340;CHEBI:7668,MNXM418,99478,VZXPDPZARILFQX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,acser_p,O-Acetyl-L-serine,acser,C00979,CHEBI:12685;CHEBI:12710;CHEBI:12724;CHEBI:17981;CHEBI:21938;CHEBI:44568;CHEBI:58340;CHEBI:7668,MNXM418,99478,VZXPDPZARILFQX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,actACP_c,Acetoacetyl-ACP,actACP,C05744,CHEBI:2393,MNXM1223,,,inchikey_unavailable,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,actp_c,Acetyl phosphate,actp,C00227,CHEBI:13711;CHEBI:15350;CHEBI:22191;CHEBI:2407;CHEBI:46262,MNXM280,6518188,LIPOUNRJVLNBCD,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,ade_c,Adenine,ade,C00147,CHEBI:13733;CHEBI:16708;CHEBI:22236;CHEBI:2470;CHEBI:40579,MNXM168,190,GFFGJBXGBJISGV,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,7,7
ecoli,ade_e,Adenine,ade,C00147,CHEBI:13733;CHEBI:16708;CHEBI:22236;CHEBI:2470;CHEBI:40579,MNXM168,190,GFFGJBXGBJISGV,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,ade_p,Adenine,ade,C00147,CHEBI:13733;CHEBI:16708;CHEBI:22236;CHEBI:2470;CHEBI:40579,MNXM168,190,GFFGJBXGBJISGV,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,7,7
ecoli,adn_c,Adenosine,adn,C00212,CHEBI:13734;CHEBI:16335;CHEBI:22237;CHEBI:2472;CHEBI:40558;CHEBI:40825;CHEBI:40906;CHEBI:40911,MNXM212,60961,OIRDTQYFTABQOQ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,adn_e,Adenosine,adn,C00212,CHEBI:13734;CHEBI:16335;CHEBI:22237;CHEBI:2472;CHEBI:40558;CHEBI:40825;CHEBI:40906;CHEBI:40911,MNXM212,60961,OIRDTQYFTABQOQ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adn_p,Adenosine,adn,C00212,CHEBI:13734;CHEBI:16335;CHEBI:22237;CHEBI:2472;CHEBI:40558;CHEBI:40825;CHEBI:40906;CHEBI:40911,MNXM212,60961,OIRDTQYFTABQOQ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,adocbi_c,Adenosyl cobinamide,adocbi,C06508,,MNXM90790,46173757,KDSOOGFGGWWVLM,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,adocbip_c,Adenosyl cobinamide phosphate,adocbip,C06509,CHEBI:2481;CHEBI:58502,MNXM856,70678549,VAJGTWFDEOSFDO,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adocbl_c,Adenosylcobalamin,adocbl,C00194,,MNXM90703,24892716,XIMXJQOPHNZJDD,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adocbl_e,Adenosylcobalamin,adocbl,C00194,,MNXM90703,24892716,XIMXJQOPHNZJDD,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adocbl_p,Adenosylcobalamin,adocbl,C00194,,MNXM90703,24892716,XIMXJQOPHNZJDD,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adp_c,ADP C10H12N5O10P2,adp,C00008,CHEBI:13222;CHEBI:16761;CHEBI:22244;CHEBI:2342;CHEBI:40553;CHEBI:456216;CHEBI:87518,MNXM7,6022,XTWYTFMLZFPYCI,ok,energy_nucleotide,energy_nucleotide,currency_or_cofactor,ADP,normalized_name;bigg_ids:adp;kegg_ids:c00008;chebi_ids:chebi:456216;metanetx_ids:mnxm7;pubchem_cids:6022;inchikey_connectivity:xtwytfmlzfpyci,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids;inchikey_connectivity,multiple_evidence_types,consistent,False,53,53
ecoli,adpglc_c,ADPglucose C16H23N5O15P2,adpglc,C00498,CHEBI:13230;CHEBI:15751;CHEBI:20846;CHEBI:2349;CHEBI:40615;CHEBI:57498,MNXM561,16500,WFPZSXYXPSUOPY,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adphep_DD_c,ADP-D-glycero-D-manno-heptose,adphep_DD,C06397,CHEBI:13223;CHEBI:16693;CHEBI:20842;CHEBI:2343;CHEBI:57863;CHEBI:59966;CHEBI:59967,MNXM1648,441006,KMSFWBYFWSKGGR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,adphep_LD_c,ADP-L-glycero-D-manno-heptose,adphep_LD,C06398,CHEBI:13226;CHEBI:15915;CHEBI:20844;CHEBI:2347;CHEBI:57564;CHEBI:61506;CHEBI:61530,MNXM857,441007,KMSFWBYFWSKGGR,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,adprib_c,ADPribose C15H21N5O14P2,adprib,C00301;C01882,CHEBI:13231;CHEBI:16960;CHEBI:20850;CHEBI:2351;CHEBI:32889;CHEBI:40752;CHEBI:57967,MNXM48596,33576,SRNWOUGRCWSEMX,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,ag_c,Silver,ag,C06710,CHEBI:30051;CHEBI:49467;CHEBI:49468,MNXM5928,104755,FOIXSVOLVBLSDH,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,agdpcbi_c,Adenosine-GDP-cobinamide,agdpcbi,C06510,CHEBI:2479;CHEBI:60487,MNXM1105,135922733,FQERGSPCYDUMRQ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,agm_c,Agmatine,agm,C00179,CHEBI:13747;CHEBI:17431;CHEBI:18576;CHEBI:2514;CHEBI:40556;CHEBI:58145,MNXM328,199,QYPPJABKJHAVHS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,agm_e,Agmatine,agm,C00179,CHEBI:13747;CHEBI:17431;CHEBI:18576;CHEBI:2514;CHEBI:40556;CHEBI:58145,MNXM328,199,QYPPJABKJHAVHS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,agm_p,Agmatine,agm,C00179,CHEBI:13747;CHEBI:17431;CHEBI:18576;CHEBI:2514;CHEBI:40556;CHEBI:58145,MNXM328,199,QYPPJABKJHAVHS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,ahcys_c,S-Adenosyl-L-homocysteine,ahcys,C00021,CHEBI:12741;CHEBI:12759;CHEBI:12761;CHEBI:16680;CHEBI:22034;CHEBI:45495;CHEBI:57856;CHEBI:67009;CHEBI:8945,MNXM19,439155,ZJUKTBDSGOFHSH,ok,one_carbon_cofactor,one_carbon_cofactor,currency_or_cofactor,S-adenosyl-L-homocysteine,normalized_name;bigg_ids:ahcys;kegg_ids:c00021;chebi_ids:chebi:16680;metanetx_ids:mnxm19;pubchem_cids:439155;inchikey_connectivity:zjuktbdsgofhsh,normalized_name;bigg_ids;kegg_ids;chebi_ids;metanetx_ids;pubchem_cids;inchikey_connectivity,multiple_evidence_types,consistent,False,1,1
ecoli,ahdt_c,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate",ahdt,C04895,CHEBI:1002;CHEBI:11509;CHEBI:12201;CHEBI:18372;CHEBI:19455;CHEBI:20684;CHEBI:28069;CHEBI:58462,MNXM397,135398610,DGGUVLXVLHAAGT,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,aicar_c,5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide,aicar,C04677,CHEBI:12102;CHEBI:18406;CHEBI:18966;CHEBI:40739;CHEBI:573;CHEBI:58475,MNXM365,65110,NOTGFIUVDGNKRI,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,air_c,5-amino-1-(5-phospho-D-ribosyl)imidazole,air,,CHEBI:12101;CHEBI:18969;CHEBI:2655;CHEBI:28843;CHEBI:58592,MNXM162266,16048619,PDACUKOKVHBVHJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,2,2
ecoli,akg_c,2-Oxoglutarate,akg,C00026,CHEBI:11638;CHEBI:1253;CHEBI:16810;CHEBI:19748;CHEBI:19749;CHEBI:30915;CHEBI:30916;CHEBI:40661,MNXM20,164533,KPGXRSRHYNQIFN,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,37,37
ecoli,akg_e,2-Oxoglutarate,akg,C00026,CHEBI:11638;CHEBI:1253;CHEBI:16810;CHEBI:19748;CHEBI:19749;CHEBI:30915;CHEBI:30916;CHEBI:40661,MNXM20,164533,KPGXRSRHYNQIFN,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,akg_p,2-Oxoglutarate,akg,C00026,CHEBI:11638;CHEBI:1253;CHEBI:16810;CHEBI:19748;CHEBI:19749;CHEBI:30915;CHEBI:30916;CHEBI:40661,MNXM20,164533,KPGXRSRHYNQIFN,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,ala_B_c,Beta-Alanine,ala_B,C00099,CHEBI:10343;CHEBI:12389;CHEBI:16958;CHEBI:22821;CHEBI:41050;CHEBI:57966;CHEBI:63070,MNXM144,239,UCMIRNVEIXFBKS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,1,1
ecoli,ala_B_e,Beta-Alanine,ala_B,C00099,CHEBI:10343;CHEBI:12389;CHEBI:16958;CHEBI:22821;CHEBI:41050;CHEBI:57966;CHEBI:63070,MNXM144,239,UCMIRNVEIXFBKS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,ala_B_p,Beta-Alanine,ala_B,C00099,CHEBI:10343;CHEBI:12389;CHEBI:16958;CHEBI:22821;CHEBI:41050;CHEBI:57966;CHEBI:63070,MNXM144,239,UCMIRNVEIXFBKS,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
ecoli,ala__D_c,D-Alanine,ala__D,C00133,CHEBI:10840;CHEBI:12899;CHEBI:15570;CHEBI:20893;CHEBI:32435;CHEBI:32436;CHEBI:4087;CHEBI:41756;CHEBI:41798;CHEBI:41848;CHEBI:41877;CHEBI:57416,MNXM156,71080,QNAYBMKLOCPYGJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,7,7
ecoli,ala__D_e,D-Alanine,ala__D,C00133,CHEBI:10840;CHEBI:12899;CHEBI:15570;CHEBI:20893;CHEBI:32435;CHEBI:32436;CHEBI:4087;CHEBI:41756;CHEBI:41798;CHEBI:41848;CHEBI:41877;CHEBI:57416,MNXM156,71080,QNAYBMKLOCPYGJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,4,4
ecoli,ala__D_p,D-Alanine,ala__D,C00133,CHEBI:10840;CHEBI:12899;CHEBI:15570;CHEBI:20893;CHEBI:32435;CHEBI:32436;CHEBI:4087;CHEBI:41756;CHEBI:41798;CHEBI:41848;CHEBI:41877;CHEBI:57416,MNXM156,71080,QNAYBMKLOCPYGJ,ok,other_reactant,other_reactant,other_reactant,,,,not_registry_matched,not_assessable,False,5,5
