scope,uniprot_id,status,source,target
public_kcat_train,A5VZY6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/A5VZY6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A5VZY6.pdb
public_kcat_train,A5W059,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/A5W059.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A5W059.pdb
public_kcat_train,A6BM07,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A6BM07.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A6BM07.pdb
public_kcat_train,A6WXX7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A6WXX7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A6WXX7.pdb
public_kcat_train,A6X5N0,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/A6X5N0.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A6X5N0.pdb
public_kcat_train,A6Y9S5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A6Y9S5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A6Y9S5.pdb
public_kcat_train,A7DY56,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A7DY56.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7DY56.pdb
public_kcat_train,A7HD43,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A7HD43.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7HD43.pdb
public_kcat_train,A7LXS9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A7LXS9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7LXS9.pdb
public_kcat_train,A7LXT0,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/A7LXT0.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7LXT0.pdb
public_kcat_train,A7LXT8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/A7LXT8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7LXT8.pdb
public_kcat_train,A7LXU3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/A7LXU3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7LXU3.pdb
public_kcat_train,A7SDW8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A7SDW8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7SDW8.pdb
public_kcat_train,A7UX13,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/A7UX13.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A7UX13.pdb
public_kcat_train,A8BFD3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A8BFD3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A8BFD3.pdb
public_kcat_train,A8H392,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A8H392.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A8H392.pdb
public_kcat_train,A8NU13,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A8NU13.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A8NU13.pdb
public_kcat_train,A8QL52,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A8QL52.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A8QL52.pdb
public_kcat_train,A9ALD3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9ALD3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9ALD3.pdb
public_kcat_train,A9CH01,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9CH01.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9CH01.pdb
public_kcat_train,A9CKB4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9CKB4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9CKB4.pdb
public_kcat_train,A9J246,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9J246.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9J246.pdb
public_kcat_train,A9KM56,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9KM56.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9KM56.pdb
public_kcat_train,A9UVU0,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9UVU0.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9UVU0.pdb
public_kcat_train,A9V766,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/A9V766.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/A9V766.pdb
public_kcat_train,B1G894,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B1G894.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1G894.pdb
public_kcat_train,B1KJ76,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B1KJ76.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1KJ76.pdb
public_kcat_train,B1MK49,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B1MK49.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1MK49.pdb
public_kcat_train,B1P123,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B1P123.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1P123.pdb
public_kcat_train,B1Q2B6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B1Q2B6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1Q2B6.pdb
public_kcat_train,B1VK31,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B1VK31.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1VK31.pdb
public_kcat_train,B1Y2E4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B1Y2E4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B1Y2E4.pdb
public_kcat_train,B2DFG5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B2DFG5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B2DFG5.pdb
public_kcat_train,B2FSW8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B2FSW8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B2FSW8.pdb
public_kcat_train,B2J528,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B2J528.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B2J528.pdb
public_kcat_train,B2KPR3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B2KPR3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B2KPR3.pdb
public_kcat_train,B2L9C1,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B2L9C1.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B2L9C1.pdb
public_kcat_train,B2ZAA4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B2ZAA4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B2ZAA4.pdb
public_kcat_train,B3EY95,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B3EY95.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B3EY95.pdb
public_kcat_train,B3Y9H7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B3Y9H7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B3Y9H7.pdb
public_kcat_train,B3Y9H9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B3Y9H9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B3Y9H9.pdb
public_kcat_train,B4G072,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B4G072.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B4G072.pdb
public_kcat_train,B5A496,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B5A496.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B5A496.pdb
public_kcat_train,B5AK91,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B5AK91.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B5AK91.pdb
public_kcat_train,B5HSR1,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B5HSR1.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B5HSR1.pdb
public_kcat_train,B5XRB0,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B5XRB0.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B5XRB0.pdb
public_kcat_train,B6D5I7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B6D5I7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B6D5I7.pdb
public_kcat_train,B6SU46,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B6SU46.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B6SU46.pdb
public_kcat_train,B6VJS4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B6VJS4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B6VJS4.pdb
public_kcat_train,B7VF77,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B7VF77.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B7VF77.pdb
public_kcat_train,B8AU84,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B8AU84.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B8AU84.pdb
public_kcat_train,B9J8S0,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B9J8S0.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9J8S0.pdb
public_kcat_train,B9JK75,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B9JK75.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9JK75.pdb
public_kcat_train,B9JK80,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B9JK80.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9JK80.pdb
public_kcat_train,B9JQV3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B9JQV3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9JQV3.pdb
public_kcat_train,B9K7M5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/B9K7M5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9K7M5.pdb
public_kcat_train,B9K7M6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B9K7M6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9K7M6.pdb
public_kcat_train,B9R4E3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/B9R4E3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9R4E3.pdb
public_kcat_train,B9W4V6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/B9W4V6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/B9W4V6.pdb
public_kcat_train,C0CMQ7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C0CMQ7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C0CMQ7.pdb
public_kcat_train,C0CMQ8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C0CMQ8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C0CMQ8.pdb
public_kcat_train,C0LA90,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C0LA90.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C0LA90.pdb
public_kcat_train,C0LL35,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C0LL35.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C0LL35.pdb
public_kcat_train,C3SBS8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C3SBS8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C3SBS8.pdb
public_kcat_train,C3SBU5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C3SBU5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C3SBU5.pdb
public_kcat_train,C3VEG4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C3VEG4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C3VEG4.pdb
public_kcat_train,C3Y9Y8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C3Y9Y8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C3Y9Y8.pdb
public_kcat_train,C4LVR9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C4LVR9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C4LVR9.pdb
public_kcat_train,C4LXD7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C4LXD7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C4LXD7.pdb
public_kcat_train,C4LZC2,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C4LZC2.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C4LZC2.pdb
public_kcat_train,C4M192,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C4M192.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C4M192.pdb
public_kcat_train,C4TGC2,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C4TGC2.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C4TGC2.pdb
public_kcat_train,C5G6D7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/C5G6D7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C5G6D7.pdb
public_kcat_train,C6KT68,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/C6KT68.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C6KT68.pdb
public_kcat_train,C7AE94,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C7AE94.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C7AE94.pdb
public_kcat_train,C7C422,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/C7C422.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C7C422.pdb
public_kcat_train,C7GTW8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C7GTW8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C7GTW8.pdb
public_kcat_train,C7ZKN4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/C7ZKN4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C7ZKN4.pdb
public_kcat_train,C9E886,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/C9E886.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/C9E886.pdb
public_kcat_train,D0C997,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D0C997.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D0C997.pdb
public_kcat_train,D0VWY5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/D0VWY5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D0VWY5.pdb
public_kcat_train,D1CEU4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D1CEU4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D1CEU4.pdb
public_kcat_train,D1MX73,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/D1MX73.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D1MX73.pdb
public_kcat_train,D2AV87,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D2AV87.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D2AV87.pdb
public_kcat_train,D2DRC5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D2DRC5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D2DRC5.pdb
public_kcat_train,D2KMW3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D2KMW3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D2KMW3.pdb
public_kcat_train,D3J0Z1,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D3J0Z1.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D3J0Z1.pdb
public_kcat_train,D3JV05,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D3JV05.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D3JV05.pdb
public_kcat_train,D3PLX1,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D3PLX1.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D3PLX1.pdb
public_kcat_train,D4GPK6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D4GPK6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D4GPK6.pdb
public_kcat_train,D4N500,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/D4N500.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D4N500.pdb
public_kcat_train,D4N502,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D4N502.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D4N502.pdb
public_kcat_train,D5FL31,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D5FL31.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D5FL31.pdb
public_kcat_train,D9J0Z7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/D9J0Z7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D9J0Z7.pdb
public_kcat_train,D9TT09,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/D9TT09.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/D9TT09.pdb
public_kcat_train,E0SRA9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/E0SRA9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E0SRA9.pdb
public_kcat_train,E1ACR6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/E1ACR6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E1ACR6.pdb
public_kcat_train,E2CWD2,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E2CWD2.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E2CWD2.pdb
public_kcat_train,E2RTZ4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E2RTZ4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E2RTZ4.pdb
public_kcat_train,E3I1D3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E3I1D3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E3I1D3.pdb
public_kcat_train,E3W9M2,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E3W9M2.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E3W9M2.pdb
public_kcat_train,E3W9M3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E3W9M3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E3W9M3.pdb
public_kcat_train,E4PMA5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/E4PMA5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E4PMA5.pdb
public_kcat_train,E5BBQ3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/E5BBQ3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E5BBQ3.pdb
public_kcat_train,E7C196,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E7C196.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E7C196.pdb
public_kcat_train,E9L7A5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/E9L7A5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E9L7A5.pdb
public_kcat_train,E9LVH9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/E9LVH9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/E9LVH9.pdb
public_kcat_train,F1CKI8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F1CKI8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F1CKI8.pdb
public_kcat_train,F1N5C8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F1N5C8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F1N5C8.pdb
public_kcat_train,F1N9S8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F1N9S8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F1N9S8.pdb
public_kcat_train,F4I907,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F4I907.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F4I907.pdb
public_kcat_train,F5HTD7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F5HTD7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F5HTD7.pdb
public_kcat_train,F5L3U7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F5L3U7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F5L3U7.pdb
public_kcat_train,F6L7B5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/F6L7B5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F6L7B5.pdb
public_kcat_train,F7IX06,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/F7IX06.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F7IX06.pdb
public_kcat_train,F8GV06,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/F8GV06.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/F8GV06.pdb
public_kcat_train,G0RH19,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G0RH19.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G0RH19.pdb
public_kcat_train,G0WXL9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/G0WXL9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G0WXL9.pdb
public_kcat_train,G2H480,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G2H480.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G2H480.pdb
public_kcat_train,G3KIM8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G3KIM8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G3KIM8.pdb
public_kcat_train,G4XJK9,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G4XJK9.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G4XJK9.pdb
public_kcat_train,G5EBI4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G5EBI4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G5EBI4.pdb
public_kcat_train,G5EDL5,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G5EDL5.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G5EDL5.pdb
public_kcat_train,G5EGA6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/G5EGA6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G5EGA6.pdb
public_kcat_train,G8IJH7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G8IJH7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G8IJH7.pdb
public_kcat_train,G8JZS4,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/G8JZS4.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G8JZS4.pdb
public_kcat_train,G8XUN7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/G8XUN7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/G8XUN7.pdb
public_kcat_train,H9GF95,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/H9GF95.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/H9GF95.pdb
public_kcat_train,I0AZ41,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/I0AZ41.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/I0AZ41.pdb
public_kcat_train,I0DFJ0,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/I0DFJ0.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/I0DFJ0.pdb
public_kcat_train,I0JWN7,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/I0JWN7.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/I0JWN7.pdb
public_kcat_train,I1L153,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/I1L153.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/I1L153.pdb
public_kcat_train,I3EBM6,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/I3EBM6.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/I3EBM6.pdb
public_kcat_train,I6XHJ3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/I6XHJ3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/I6XHJ3.pdb
public_kcat_train,J9S5G3,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/J9S5G3.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/J9S5G3.pdb
public_kcat_train,K7N5M8,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/K7N5M8.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/K7N5M8.pdb
