scope,uniprot_id,status,source,target
public_kcat_train,P19080,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P19080.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19080.pdb
public_kcat_train,P19113,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P19113.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19113.pdb
public_kcat_train,P19464,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P19464.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19464.pdb
public_kcat_train,P19515,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P19515.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19515.pdb
public_kcat_train,P19623,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P19623.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19623.pdb
public_kcat_train,P19631,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P19631.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19631.pdb
public_kcat_train,P19866,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P19866.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19866.pdb
public_kcat_train,P19938,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P19938.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P19938.pdb
public_kcat_train,P20099,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P20099.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20099.pdb
public_kcat_train,P20425,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20425.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20425.pdb
public_kcat_train,P20445,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P20445.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20445.pdb
public_kcat_train,P20577,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P20577.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20577.pdb
public_kcat_train,P20711,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20711.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20711.pdb
public_kcat_train,P20813,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20813.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20813.pdb
public_kcat_train,P20815,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20815.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20815.pdb
public_kcat_train,P20839,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20839.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20839.pdb
public_kcat_train,P20902,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P20902.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20902.pdb
public_kcat_train,P20906,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20906.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20906.pdb
public_kcat_train,P20932,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P20932.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20932.pdb
public_kcat_train,P20933,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P20933.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20933.pdb
public_kcat_train,P20971,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P20971.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P20971.pdb
public_kcat_train,P21177,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P21177.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21177.pdb
public_kcat_train,P21266,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21266.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21266.pdb
public_kcat_train,P21332,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21332.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21332.pdb
public_kcat_train,P21396,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21396.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21396.pdb
public_kcat_train,P21620,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P21620.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21620.pdb
public_kcat_train,P21638,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21638.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21638.pdb
public_kcat_train,P21642,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21642.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21642.pdb
public_kcat_train,P21645,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21645.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21645.pdb
public_kcat_train,P21816,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21816.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21816.pdb
public_kcat_train,P21836,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21836.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21836.pdb
public_kcat_train,P21889,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21889.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21889.pdb
public_kcat_train,P21953,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P21953.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21953.pdb
public_kcat_train,P21954,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P21954.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P21954.pdb
public_kcat_train,P22033,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P22033.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22033.pdb
public_kcat_train,P22057,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22057.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22057.pdb
public_kcat_train,P22143,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22143.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22143.pdb
public_kcat_train,P22220,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22220.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22220.pdb
public_kcat_train,P22255,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22255.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22255.pdb
public_kcat_train,P22303,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P22303.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22303.pdb
public_kcat_train,P22390,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22390.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22390.pdb
public_kcat_train,P22498,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P22498.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22498.pdb
public_kcat_train,P22634,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P22634.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22634.pdb
public_kcat_train,P22734,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P22734.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22734.pdb
public_kcat_train,P22806,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22806.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22806.pdb
public_kcat_train,P22823,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P22823.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P22823.pdb
public_kcat_train,P23141,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23141.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23141.pdb
public_kcat_train,P23234,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23234.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23234.pdb
public_kcat_train,P23247,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23247.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23247.pdb
public_kcat_train,P23254,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23254.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23254.pdb
public_kcat_train,P23307,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P23307.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23307.pdb
public_kcat_train,P23368,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23368.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23368.pdb
public_kcat_train,P23457,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23457.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23457.pdb
public_kcat_train,P23522,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23522.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23522.pdb
public_kcat_train,P23524,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P23524.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23524.pdb
public_kcat_train,P23526,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23526.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23526.pdb
public_kcat_train,P23721,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23721.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23721.pdb
public_kcat_train,P23857,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P23857.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23857.pdb
public_kcat_train,P23908,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P23908.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23908.pdb
public_kcat_train,P23917,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P23917.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23917.pdb
public_kcat_train,P23946,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23946.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23946.pdb
public_kcat_train,P23965,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P23965.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23965.pdb
public_kcat_train,P23970,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P23970.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P23970.pdb
public_kcat_train,P24058,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24058.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24058.pdb
public_kcat_train,P24182,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24182.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24182.pdb
public_kcat_train,P24232,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24232.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24232.pdb
public_kcat_train,P24295,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24295.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24295.pdb
public_kcat_train,P24346,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P24346.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24346.pdb
public_kcat_train,P24460,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P24460.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24460.pdb
public_kcat_train,P24481,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24481.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24481.pdb
public_kcat_train,P24518,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P24518.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24518.pdb
public_kcat_train,P24670,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24670.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24670.pdb
public_kcat_train,P24735,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24735.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24735.pdb
public_kcat_train,P24752,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P24752.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24752.pdb
public_kcat_train,P24903,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P24903.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P24903.pdb
public_kcat_train,P25087,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P25087.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25087.pdb
public_kcat_train,P25114,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P25114.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25114.pdb
public_kcat_train,P25152,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P25152.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25152.pdb
public_kcat_train,P25500,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P25500.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25500.pdb
public_kcat_train,P25539,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P25539.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25539.pdb
public_kcat_train,P25704,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P25704.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25704.pdb
public_kcat_train,P25779,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P25779.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25779.pdb
public_kcat_train,P25910,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P25910.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P25910.pdb
public_kcat_train,P26263,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P26263.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26263.pdb
public_kcat_train,P26276,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26276.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26276.pdb
public_kcat_train,P26297,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26297.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26297.pdb
public_kcat_train,P26392,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26392.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26392.pdb
public_kcat_train,P26394,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26394.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26394.pdb
public_kcat_train,P26440,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26440.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26440.pdb
public_kcat_train,P26602,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26602.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26602.pdb
public_kcat_train,P26616,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26616.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26616.pdb
public_kcat_train,P26827,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26827.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26827.pdb
public_kcat_train,P26918,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P26918.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26918.pdb
public_kcat_train,P26935,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26935.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26935.pdb
public_kcat_train,P26997,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P26997.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P26997.pdb
public_kcat_train,P27116,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P27116.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P27116.pdb
public_kcat_train,P27169,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P27169.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P27169.pdb
public_kcat_train,P27249,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P27249.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P27249.pdb
public_kcat_train,P27443,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P27443.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P27443.pdb
public_kcat_train,P27620,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P27620.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P27620.pdb
public_kcat_train,P27707,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P27707.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P27707.pdb
public_kcat_train,P28012,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P28012.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28012.pdb
public_kcat_train,P28227,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P28227.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28227.pdb
public_kcat_train,P28272,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P28272.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28272.pdb
public_kcat_train,P28329,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/Km/AlphaFold/P28329.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28329.pdb
public_kcat_train,P28796,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P28796.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28796.pdb
public_kcat_train,P28825,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P28825.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28825.pdb
public_kcat_train,P28839,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P28839.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P28839.pdb
public_kcat_train,P29019,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29019.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29019.pdb
public_kcat_train,P29218,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P29218.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29218.pdb
public_kcat_train,P29251,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29251.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29251.pdb
public_kcat_train,P29443,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29443.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29443.pdb
public_kcat_train,P29476,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29476.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29476.pdb
public_kcat_train,P29495,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29495.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29495.pdb
public_kcat_train,P29717,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P29717.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29717.pdb
public_kcat_train,P29723,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P29723.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29723.pdb
public_kcat_train,P29728,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29728.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29728.pdb
public_kcat_train,P29761,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29761.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29761.pdb
public_kcat_train,P29894,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29894.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29894.pdb
public_kcat_train,P29952,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P29952.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P29952.pdb
public_kcat_train,P30038,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30038.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30038.pdb
public_kcat_train,P30043,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30043.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30043.pdb
public_kcat_train,P30074,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30074.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30074.pdb
public_kcat_train,P30085,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30085.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30085.pdb
public_kcat_train,P30125,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30125.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30125.pdb
public_kcat_train,P30184,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P30184.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30184.pdb
public_kcat_train,P30613,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30613.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30613.pdb
public_kcat_train,P30838,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30838.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30838.pdb
public_kcat_train,P30901,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P30901.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P30901.pdb
public_kcat_train,P31023,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P31023.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31023.pdb
public_kcat_train,P31072,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P31072.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31072.pdb
public_kcat_train,P31116,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P31116.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31116.pdb
public_kcat_train,P31120,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P31120.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31120.pdb
public_kcat_train,P31210,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P31210.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31210.pdb
public_kcat_train,P31327,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P31327.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31327.pdb
public_kcat_train,P31513,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P31513.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31513.pdb
public_kcat_train,P31539,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P31539.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31539.pdb
public_kcat_train,P31939,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P31939.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P31939.pdb
public_kcat_train,P32173,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P32173.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32173.pdb
public_kcat_train,P32321,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P32321.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32321.pdb
public_kcat_train,P32322,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P32322.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32322.pdb
public_kcat_train,P32329,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P32329.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32329.pdb
public_kcat_train,P32377,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P32377.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32377.pdb
public_kcat_train,P32397,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/RCSB PDB/P32397.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32397.pdb
public_kcat_train,P32427,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P32427.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32427.pdb
public_kcat_train,P32582,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P32582.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32582.pdb
public_kcat_train,P32662,exists,external_methods/DEKP/structures/author_archive/protein structure datasets/kcat/AlphaFold/P32662.pdb,external_methods/DEKP/structures/public_kcat/AlphaFold/P32662.pdb
