public_rows_raw,public_rows_after_clean,public_exact_pair_overlap_rows,public_rows_used,pair_identity_definition,train_rows_after_split,valid_rows,benchmark_rows_predicted,failed_graph_uniprots,best_epoch,best_valid_rmse,best_valid_mae,best_valid_pearson,feature_mode,excluded_exact_benchmark_pairs
13401,13401,230,13171,full_sequence_plus_uncharged_largest_fragment_connectivity_identity,11853,1318,1246,0,2,1.2477444410324097,1.0058873891830444,0.26935182672193275,trfm+sequence_cnn+structure_graph,True
