method,n,coverage_percent,mae_log10,rmse_log10,pearson_log10,spearman_log10,within_1.0_log10_fraction
MTLKP-legacy-overlap,76,7.770961145194274,0.6544712733502365,0.8633901866743813,0.5223268266573513,0.5133037581911148,0.8026315789473685
TurNuP-legacy-overlap,338,34.56032719836401,0.707317840165082,1.0213483611391336,0.4682566817536384,0.5024637309201038,0.7337278106508875
